,ID,0,1,2,3,4,5,C,X,LAST_STATUS,LAST_MONTH,COUNT_MONTHS,total_delay,C_RATING,CLIENT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,EMPLOYED
13953,5042297,0,0,0,0,0,0,28,0,C,0,28.0,0,AA,GOOD,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207.0,-2102.0,1.0,1.0,1.0,0.0,Drivers,3.0,41.0,Y
13955,5042299,0,0,0,0,0,0,28,0,C,-11,28.0,0,AA,GOOD,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207.0,-2102.0,1.0,1.0,1.0,0.0,Drivers,3.0,41.0,Y
13957,5042301,0,0,0,0,0,0,28,0,C,-4,28.0,0,AA,GOOD,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207.0,-2102.0,1.0,1.0,1.0,0.0,Drivers,3.0,41.0,Y
13960,5042305,0,0,0,0,0,0,20,0,C,0,20.0,0,AA,GOOD,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207.0,-2102.0,1.0,1.0,1.0,0.0,Drivers,3.0,41.0,Y
14006,5044504,0,0,0,0,0,0,17,0,C,-10,17.0,0,AA,GOOD,F,N,Y,0.0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13463.0,-767.0,1.0,0.0,0.0,0.0,Core staff,1.0,36.0,Y
14007,5044505,0,0,0,0,0,0,17,0,C,-10,17.0,0,AA,GOOD,F,N,Y,0.0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13463.0,-767.0,1.0,0.0,0.0,0.0,Core staff,1.0,36.0,Y
14008,5044507,0,0,0,0,0,0,17,0,C,0,17.0,0,AA,GOOD,F,N,Y,0.0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13463.0,-767.0,1.0,0.0,0.0,0.0,Core staff,1.0,36.0,Y
14009,5044508,0,0,0,0,0,0,17,0,C,-28,17.0,0,AA,GOOD,F,N,Y,0.0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13463.0,-767.0,1.0,0.0,0.0,0.0,Core staff,1.0,36.0,Y
14449,5045470,0,0,0,0,0,0,32,1,C,-9,32.0,0,AA,GOOD,F,N,Y,0.0,315000.0,Working,Higher education,Married,House / apartment,-13589.0,-200.0,1.0,0.0,0.0,1.0,Accountants,2.0,37.0,Y
14455,5045479,0,0,0,0,0,0,15,1,C,0,15.0,0,AA,GOOD,M,Y,Y,0.0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22448.0,365243.0,1.0,0.0,0.0,0.0,,2.0,61.0,N
14459,5045483,0,0,0,0,0,0,5,1,C,0,5.0,0,AA,GOOD,M,Y,Y,0.0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22448.0,365243.0,1.0,0.0,0.0,0.0,,2.0,61.0,N
14461,5045488,0,0,0,0,0,0,16,0,C,-34,16.0,0,AA,GOOD,M,Y,Y,0.0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22448.0,365243.0,1.0,0.0,0.0,0.0,,2.0,61.0,N
14462,5045489,0,0,0,0,0,0,19,0,C,-30,19.0,0,AA,GOOD,M,Y,Y,0.0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22448.0,365243.0,1.0,0.0,0.0,0.0,,2.0,61.0,N
14497,5045544,0,0,0,0,0,0,13,3,C,0,13.0,0,AA,GOOD,M,Y,N,2.0,225000.0,State servant,Higher education,Married,With parents,-10937.0,-1539.0,1.0,0.0,0.0,0.0,High skill tech staff,4.0,29.0,Y
14509,5045559,0,0,0,0,0,0,19,0,C,0,19.0,0,AA,GOOD,M,Y,Y,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17991.0,-3304.0,1.0,0.0,0.0,0.0,,3.0,49.0,Y
14513,5045563,0,0,0,0,0,0,15,0,C,-1,15.0,0,AA,GOOD,M,Y,Y,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17991.0,-3304.0,1.0,0.0,0.0,0.0,,3.0,49.0,Y
14521,5045574,0,0,0,0,0,0,15,10,C,-32,15.0,0,AA,GOOD,M,N,Y,2.0,135000.0,Pensioner,Higher education,Married,House / apartment,-16372.0,365243.0,1.0,0.0,0.0,0.0,,4.0,44.0,N
14524,5045577,0,0,0,0,0,0,2,10,C,0,2.0,0,AA,GOOD,M,N,Y,2.0,135000.0,Pensioner,Higher education,Married,House / apartment,-16372.0,365243.0,1.0,0.0,0.0,0.0,,4.0,44.0,N
14546,5045615,0,0,0,0,0,0,35,26,C,0,35.0,0,AA,GOOD,M,Y,Y,1.0,360000.0,Working,Higher education,Married,House / apartment,-15556.0,-1327.0,1.0,0.0,0.0,0.0,Drivers,3.0,42.0,Y
14567,5045641,0,0,0,0,0,0,1,11,C,0,1.0,0,AA,GOOD,M,Y,Y,1.0,139500.0,Working,Secondary / secondary special,Married,House / apartment,-14355.0,-5557.0,1.0,1.0,0.0,0.0,Laborers,3.0,39.0,Y
14613,5045717,0,0,0,0,0,0,1,8,C,0,1.0,0,AA,GOOD,M,Y,Y,1.0,225000.0,Working,Higher education,Married,House / apartment,-12607.0,-2177.0,1.0,0.0,0.0,0.0,High skill tech staff,3.0,34.0,Y
14705,5045859,0,0,0,0,0,0,28,0,C,0,28.0,0,AA,GOOD,M,N,N,0.0,121500.0,Working,Higher education,Married,House / apartment,-9740.0,-3030.0,1.0,0.0,0.0,0.0,,2.0,26.0,Y
14724,5045888,1,1,1,1,1,4,42,0,C,0,51.0,5,DD,BAD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286.0,365243.0,1.0,0.0,0.0,0.0,,1.0,63.0,N
14725,5045894,1,1,1,1,1,5,43,0,C,0,53.0,5,DD,BAD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286.0,365243.0,1.0,0.0,0.0,0.0,,1.0,63.0,N
14726,5045895,10,0,1,1,0,1,5,1,C,0,18.0,12,DD,BAD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286.0,365243.0,1.0,0.0,0.0,0.0,,1.0,63.0,N
14746,5045920,0,0,0,0,0,0,37,0,C,-13,37.0,0,AA,GOOD,F,N,Y,0.0,40500.0,Pensioner,Lower secondary,Married,House / apartment,-23933.0,365243.0,1.0,0.0,0.0,0.0,,2.0,65.0,N
14754,5045928,0,0,0,0,0,0,11,6,C,0,11.0,0,AA,GOOD,M,N,N,0.0,247500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15037.0,-2208.0,1.0,0.0,0.0,0.0,Laborers,1.0,41.0,Y
14756,5045930,0,0,0,0,0,0,6,6,C,0,6.0,0,AA,GOOD,M,N,N,0.0,247500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15037.0,-2208.0,1.0,0.0,0.0,0.0,Laborers,1.0,41.0,Y
14758,5045932,0,0,0,0,0,0,25,6,C,0,25.0,0,AA,GOOD,M,N,N,0.0,247500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15037.0,-2208.0,1.0,0.0,0.0,0.0,Laborers,1.0,41.0,Y
14759,5045934,0,0,0,0,0,0,3,6,C,0,3.0,0,AA,GOOD,M,N,N,0.0,247500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15037.0,-2208.0,1.0,0.0,0.0,0.0,Laborers,1.0,41.0,Y
14777,5045966,0,0,0,0,0,0,1,1,C,0,1.0,0,AA,GOOD,M,Y,N,1.0,90000.0,Working,Secondary / secondary special,Married,With parents,-9087.0,-1051.0,1.0,0.0,0.0,0.0,Laborers,3.0,24.0,Y
15035,5046324,0,1,1,1,1,36,0,1,5,0,40.0,4,EE,BAD,F,N,Y,1.0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15466.0,-2269.0,1.0,0.0,1.0,0.0,Low-skill Laborers,3.0,42.0,Y
15039,5046328,0,1,1,1,1,8,0,1,5,0,12.0,4,EE,BAD,F,N,Y,1.0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15466.0,-2269.0,1.0,0.0,1.0,0.0,Low-skill Laborers,3.0,42.0,Y
15105,5046421,0,0,0,0,0,0,32,0,C,0,32.0,0,AA,GOOD,F,Y,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21387.0,365243.0,1.0,0.0,0.0,0.0,,2.0,58.0,N
15146,5046500,0,0,0,0,0,0,29,8,C,0,29.0,0,AA,GOOD,F,N,Y,0.0,256500.0,Commercial associate,Higher education,Separated,House / apartment,-19604.0,-970.0,1.0,0.0,0.0,0.0,Managers,1.0,53.0,Y
15150,5046505,0,0,0,0,0,0,27,8,C,0,27.0,0,AA,GOOD,F,N,Y,0.0,256500.0,Commercial associate,Higher education,Separated,House / apartment,-19604.0,-970.0,1.0,0.0,0.0,0.0,Managers,1.0,53.0,Y
15152,5046507,0,0,0,0,0,0,29,8,C,-4,29.0,0,AA,GOOD,F,N,Y,0.0,256500.0,Commercial associate,Higher education,Separated,House / apartment,-19604.0,-970.0,1.0,0.0,0.0,0.0,Managers,1.0,53.0,Y
15154,5046513,0,0,0,0,0,0,5,14,C,0,5.0,0,AA,GOOD,M,N,Y,1.0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13314.0,-544.0,1.0,0.0,0.0,0.0,Drivers,3.0,36.0,Y
15205,5047662,6,1,1,1,1,14,0,11,X,0,24.0,10,EE,BAD,F,N,Y,1.0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18880.0,-4114.0,1.0,0.0,0.0,0.0,Accountants,3.0,51.0,Y
15245,5047727,0,0,0,0,0,0,38,7,C,0,38.0,0,AA,GOOD,F,N,Y,0.0,157500.0,Working,Higher education,Separated,House / apartment,-17618.0,-3748.0,1.0,0.0,0.0,0.0,,1.0,48.0,Y
15246,5047728,0,0,0,0,0,0,39,7,C,0,39.0,0,AA,GOOD,F,N,Y,0.0,157500.0,Working,Higher education,Separated,House / apartment,-17618.0,-3748.0,1.0,0.0,0.0,0.0,,1.0,48.0,Y
15255,5047738,0,0,0,0,0,0,3,0,C,0,3.0,0,AA,GOOD,M,Y,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8737.0,-369.0,1.0,0.0,0.0,1.0,Sales staff,1.0,23.0,Y
15266,5047770,0,0,0,0,0,0,9,7,C,0,9.0,0,AA,GOOD,M,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23660.0,365243.0,1.0,0.0,0.0,0.0,,2.0,64.0,N
15294,5047815,0,0,0,0,0,0,7,0,C,-10,7.0,0,AA,GOOD,F,Y,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445.0,-249.0,1.0,0.0,0.0,0.0,Laborers,2.0,28.0,Y
15307,5047828,0,0,0,0,0,0,7,0,C,-8,7.0,0,AA,GOOD,F,Y,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445.0,-249.0,1.0,0.0,0.0,0.0,Laborers,2.0,28.0,Y
15480,5048168,0,0,0,0,0,0,36,14,C,0,36.0,0,AA,GOOD,F,Y,Y,0.0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23683.0,365243.0,1.0,0.0,1.0,0.0,,2.0,64.0,N
15482,5048171,0,0,0,0,0,0,13,14,C,0,13.0,0,AA,GOOD,F,Y,Y,0.0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23683.0,365243.0,1.0,0.0,1.0,0.0,,2.0,64.0,N
15541,5048246,0,0,0,0,0,0,37,3,C,0,37.0,0,AA,GOOD,M,Y,Y,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13440.0,-6639.0,1.0,0.0,0.0,0.0,Core staff,2.0,36.0,Y
15543,5048248,0,0,0,0,0,0,23,3,C,0,23.0,0,AA,GOOD,M,Y,Y,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13440.0,-6639.0,1.0,0.0,0.0,0.0,Core staff,2.0,36.0,Y
15545,5048250,0,0,0,0,0,0,10,3,C,0,10.0,0,AA,GOOD,M,Y,Y,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13440.0,-6639.0,1.0,0.0,0.0,0.0,Core staff,2.0,36.0,Y
15575,5048301,5,0,1,1,1,1,39,1,C,0,48.0,8,DD,BAD,M,Y,N,1.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11091.0,-1161.0,1.0,0.0,0.0,0.0,Laborers,3.0,30.0,Y
15583,5048310,0,0,0,0,0,0,5,0,C,-31,5.0,0,AA,GOOD,F,N,N,0.0,90000.0,Working,Higher education,Separated,House / apartment,-21887.0,-1526.0,1.0,0.0,0.0,0.0,Core staff,1.0,59.0,Y
15657,5048465,0,0,0,0,0,0,3,0,C,-6,3.0,0,AA,GOOD,F,Y,Y,1.0,126000.0,Working,Higher education,Married,House / apartment,-9441.0,-157.0,1.0,0.0,0.0,0.0,,3.0,25.0,Y
15696,5048533,0,0,0,0,0,0,15,22,C,-4,15.0,0,AA,GOOD,F,Y,Y,1.0,270000.0,Commercial associate,Academic degree,Married,House / apartment,-12155.0,-979.0,1.0,0.0,0.0,0.0,Sales staff,3.0,33.0,Y
15728,5048596,0,0,0,0,0,0,1,18,C,0,1.0,0,AA,GOOD,F,N,Y,0.0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-15256.0,-3291.0,1.0,0.0,0.0,0.0,Laborers,1.0,41.0,Y
15801,5050515,0,0,0,0,0,0,12,13,C,-5,12.0,0,AA,GOOD,F,N,N,0.0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19488.0,-3119.0,1.0,1.0,0.0,0.0,Sales staff,2.0,53.0,Y
15806,5050527,0,0,0,0,0,0,9,10,C,0,9.0,0,AA,GOOD,F,Y,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19071.0,-12462.0,1.0,0.0,1.0,0.0,Core staff,2.0,52.0,Y
15868,5050603,13,2,0,1,1,1,0,24,X,0,18.0,17,DD,BAD,M,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18327.0,-7288.0,1.0,1.0,0.0,0.0,Laborers,2.0,50.0,Y
15869,5050606,11,2,0,1,1,1,0,1,0,0,16.0,15,DD,BAD,M,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18327.0,-7288.0,1.0,1.0,0.0,0.0,Laborers,2.0,50.0,Y
15892,5050639,0,0,0,0,0,0,16,0,C,0,16.0,0,AA,GOOD,M,Y,N,2.0,225000.0,Working,Higher education,Married,House / apartment,-10241.0,-743.0,1.0,0.0,0.0,0.0,,4.0,28.0,Y
15895,5050642,0,0,0,0,0,0,15,0,C,0,15.0,0,AA,GOOD,M,Y,N,2.0,225000.0,Working,Higher education,Married,House / apartment,-10241.0,-743.0,1.0,0.0,0.0,0.0,,4.0,28.0,Y
15916,5050671,3,8,1,1,1,9,3,0,C,0,26.0,14,DD,BAD,M,N,N,0.0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11610.0,-166.0,1.0,1.0,1.0,0.0,High skill tech staff,1.0,31.0,Y
15919,5050677,0,0,0,0,0,0,11,0,C,0,11.0,0,AA,GOOD,M,Y,N,0.0,132372.0,Commercial associate,Secondary / secondary special,Married,With parents,-8414.0,-378.0,1.0,1.0,0.0,1.0,Sales staff,2.0,23.0,Y
15920,5050678,0,0,0,0,0,0,7,0,C,0,7.0,0,AA,GOOD,M,Y,N,0.0,132372.0,Commercial associate,Secondary / secondary special,Married,With parents,-8414.0,-378.0,1.0,1.0,0.0,1.0,Sales staff,2.0,23.0,Y
15921,5050679,0,0,0,0,0,0,11,0,C,0,11.0,0,AA,GOOD,M,Y,N,0.0,132372.0,Commercial associate,Secondary / secondary special,Married,With parents,-8414.0,-378.0,1.0,1.0,0.0,1.0,Sales staff,2.0,23.0,Y
15943,5050713,0,0,0,0,0,0,9,1,C,-26,9.0,0,AA,GOOD,M,Y,N,0.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-9579.0,-835.0,1.0,0.0,0.0,0.0,Laborers,2.0,26.0,Y
15944,5050714,0,0,0,0,0,0,1,2,C,0,1.0,0,AA,GOOD,M,Y,N,0.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-9579.0,-835.0,1.0,0.0,0.0,0.0,Laborers,2.0,26.0,Y
15946,5050716,0,0,0,0,0,0,5,2,C,-3,5.0,0,AA,GOOD,M,Y,N,0.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-9579.0,-835.0,1.0,0.0,0.0,0.0,Laborers,2.0,26.0,Y
15948,5050718,0,0,0,0,0,0,1,2,C,0,1.0,0,AA,GOOD,M,Y,N,0.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-9579.0,-835.0,1.0,0.0,0.0,0.0,Laborers,2.0,26.0,Y
15956,5050730,0,0,0,0,0,0,24,0,C,-21,24.0,0,AA,GOOD,F,N,N,0.0,135000.0,Commercial associate,Higher education,Separated,House / apartment,-11712.0,-4822.0,1.0,0.0,1.0,1.0,HR staff,1.0,32.0,Y
15972,5050749,0,0,0,0,0,0,10,0,C,0,10.0,0,AA,GOOD,F,N,N,1.0,159750.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9167.0,-317.0,1.0,1.0,1.0,0.0,Core staff,3.0,25.0,Y
15973,5050750,0,0,0,0,0,0,9,0,C,0,9.0,0,AA,GOOD,F,N,N,1.0,159750.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9167.0,-317.0,1.0,1.0,1.0,0.0,Core staff,3.0,25.0,Y
16074,5050913,0,0,0,0,0,0,27,1,C,0,27.0,0,AA,GOOD,F,Y,N,2.0,126000.0,Working,Higher education,Married,House / apartment,-9678.0,-1535.0,1.0,0.0,0.0,0.0,Core staff,4.0,26.0,Y
16075,5050914,0,0,0,0,0,0,37,1,C,0,37.0,0,AA,GOOD,F,Y,N,2.0,126000.0,Working,Higher education,Married,House / apartment,-9678.0,-1535.0,1.0,0.0,0.0,0.0,Core staff,4.0,26.0,Y
16084,5050924,0,0,0,0,0,0,15,1,C,-9,15.0,0,AA,GOOD,F,Y,N,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14527.0,-3208.0,1.0,0.0,0.0,0.0,Laborers,3.0,39.0,Y
16167,5051063,0,0,0,0,0,0,37,12,C,0,37.0,0,AA,GOOD,F,N,N,0.0,73575.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24299.0,365243.0,1.0,0.0,1.0,0.0,,1.0,66.0,N
16179,5051084,0,0,0,0,0,0,15,1,C,0,15.0,0,AA,GOOD,F,N,N,0.0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999.0,-1140.0,1.0,1.0,1.0,0.0,Sales staff,1.0,46.0,Y
16231,5051160,5,1,1,1,1,12,7,2,C,0,28.0,9,DD,BAD,M,Y,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9594.0,-866.0,1.0,0.0,0.0,0.0,Laborers,3.0,26.0,Y
16347,5052654,0,0,0,0,0,0,3,0,C,-3,3.0,0,AA,GOOD,F,N,Y,0.0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396.0,-564.0,1.0,0.0,0.0,1.0,IT staff,2.0,28.0,Y
16348,5052655,0,0,0,0,0,0,3,0,C,-27,3.0,0,AA,GOOD,F,N,Y,0.0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396.0,-564.0,1.0,0.0,0.0,1.0,IT staff,2.0,28.0,Y
16351,5052659,4,4,3,1,2,5,0,0,5,0,19.0,14,DD,BAD,F,N,Y,0.0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396.0,-564.0,1.0,0.0,0.0,1.0,IT staff,2.0,28.0,Y
16353,5052661,4,4,3,1,2,1,0,0,5,0,15.0,14,DD,BAD,F,N,Y,0.0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396.0,-564.0,1.0,0.0,0.0,1.0,IT staff,2.0,28.0,Y
16374,5052693,0,0,0,0,0,0,31,1,C,-9,31.0,0,AA,GOOD,M,N,Y,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10271.0,-1629.0,1.0,0.0,0.0,0.0,Laborers,2.0,28.0,Y
16497,5052852,0,0,0,0,0,0,44,8,C,0,44.0,0,AA,GOOD,F,N,Y,2.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197.0,-1389.0,1.0,0.0,0.0,0.0,Sales staff,4.0,38.0,Y
16498,5052855,0,0,0,0,0,0,50,1,C,0,50.0,0,AA,GOOD,F,N,Y,2.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197.0,-1389.0,1.0,0.0,0.0,0.0,Sales staff,4.0,38.0,Y
16500,5052857,0,0,0,0,0,0,19,8,C,0,19.0,0,AA,GOOD,F,N,Y,2.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197.0,-1389.0,1.0,0.0,0.0,0.0,Sales staff,4.0,38.0,Y
16501,5052858,0,0,0,0,0,0,11,8,C,0,11.0,0,AA,GOOD,F,N,Y,2.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197.0,-1389.0,1.0,0.0,0.0,0.0,Sales staff,4.0,38.0,Y
16550,5052927,0,0,0,0,0,0,21,9,C,0,21.0,0,AA,GOOD,M,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-21222.0,-3154.0,1.0,0.0,0.0,0.0,Drivers,1.0,58.0,Y
16551,5052929,0,0,0,0,0,0,12,9,C,0,12.0,0,AA,GOOD,M,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-21222.0,-3154.0,1.0,0.0,0.0,0.0,Drivers,1.0,58.0,Y
16585,5052978,0,0,0,0,0,0,5,34,C,0,5.0,0,AA,GOOD,M,Y,Y,1.0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521.0,-1359.0,1.0,0.0,1.0,0.0,Laborers,3.0,45.0,Y
16599,5052997,0,0,0,0,0,0,1,18,C,0,1.0,0,AA,GOOD,F,N,Y,0.0,94500.0,Pensioner,Lower secondary,Separated,House / apartment,-22926.0,365243.0,1.0,0.0,0.0,0.0,,1.0,62.0,N
16610,5053012,0,0,0,0,0,0,30,28,C,0,30.0,0,AA,GOOD,F,N,N,0.0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200.0,-11951.0,1.0,0.0,0.0,0.0,Medicine staff,1.0,52.0,Y
16651,5053066,0,0,0,0,0,0,2,1,C,-31,2.0,0,AA,GOOD,F,N,Y,0.0,193500.0,State servant,Secondary / secondary special,Married,Office apartment,-22168.0,-10155.0,1.0,0.0,0.0,0.0,Cooking staff,2.0,60.0,Y
16691,5053121,0,0,0,0,0,0,5,0,C,-31,5.0,0,AA,GOOD,M,Y,N,1.0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13534.0,-1420.0,1.0,0.0,0.0,0.0,,3.0,37.0,Y
16692,5053122,0,0,0,0,0,0,5,0,C,-2,5.0,0,AA,GOOD,M,Y,N,1.0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13534.0,-1420.0,1.0,0.0,0.0,0.0,,3.0,37.0,Y
16732,5053172,0,0,0,0,0,0,1,4,C,0,1.0,0,AA,GOOD,F,Y,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16712.0,-2393.0,1.0,0.0,0.0,0.0,Core staff,2.0,45.0,Y
16752,5053199,0,0,0,0,0,0,36,5,C,0,36.0,0,AA,GOOD,F,N,Y,0.0,315000.0,Working,Higher education,Married,House / apartment,-15527.0,-3792.0,1.0,1.0,1.0,0.0,Accountants,2.0,42.0,Y
16753,5053200,0,0,0,0,0,0,10,5,C,0,10.0,0,AA,GOOD,F,N,Y,0.0,315000.0,Working,Higher education,Married,House / apartment,-15527.0,-3792.0,1.0,1.0,1.0,0.0,Accountants,2.0,42.0,Y
16761,5053214,0,0,0,0,0,0,3,28,C,0,3.0,0,AA,GOOD,F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20170.0,365243.0,1.0,0.0,1.0,0.0,,2.0,55.0,N
16770,5053226,0,0,0,0,0,0,32,0,C,-1,32.0,0,AA,GOOD,M,N,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19785.0,-1571.0,1.0,0.0,0.0,0.0,Laborers,2.0,54.0,Y
16772,5053228,0,0,0,0,0,0,32,0,C,0,32.0,0,AA,GOOD,M,N,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19785.0,-1571.0,1.0,0.0,0.0,0.0,Laborers,2.0,54.0,Y
16773,5053229,0,0,0,0,0,0,32,0,C,0,32.0,0,AA,GOOD,M,N,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19785.0,-1571.0,1.0,0.0,0.0,0.0,Laborers,2.0,54.0,Y
16793,5053254,12,1,1,1,1,12,4,0,C,0,32.0,16,DD,BAD,F,Y,Y,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18667.0,-2150.0,1.0,1.0,0.0,0.0,Managers,2.0,51.0,Y
16801,5053273,0,0,0,0,0,0,23,1,C,0,23.0,0,AA,GOOD,M,Y,Y,0.0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20836.0,365243.0,1.0,0.0,0.0,0.0,,2.0,57.0,N
16802,5053274,0,0,0,0,0,0,24,1,C,-14,24.0,0,AA,GOOD,M,Y,Y,0.0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20836.0,365243.0,1.0,0.0,0.0,0.0,,2.0,57.0,N
16803,5053275,0,0,0,0,0,0,10,1,C,0,10.0,0,AA,GOOD,M,Y,Y,0.0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20836.0,365243.0,1.0,0.0,0.0,0.0,,2.0,57.0,N
16811,5053287,0,0,0,0,0,0,16,1,C,-38,16.0,0,AA,GOOD,M,N,Y,0.0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-11963.0,-3246.0,1.0,0.0,0.0,0.0,Laborers,2.0,32.0,Y
16812,5053288,0,0,0,0,0,0,16,1,C,-17,16.0,0,AA,GOOD,M,N,Y,0.0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-11963.0,-3246.0,1.0,0.0,0.0,0.0,Laborers,2.0,32.0,Y
16858,5053360,0,0,0,0,0,0,17,0,C,0,17.0,0,AA,GOOD,F,N,Y,0.0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20103.0,-2697.0,1.0,0.0,0.0,0.0,Cleaning staff,2.0,55.0,Y
16922,5053469,0,0,0,0,0,0,9,6,C,0,9.0,0,AA,GOOD,M,N,Y,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18516.0,-2129.0,1.0,1.0,1.0,0.0,Low-skill Laborers,2.0,50.0,Y
16949,5053499,0,0,0,0,0,0,4,1,C,-22,4.0,0,AA,GOOD,F,Y,N,1.0,112500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-14499.0,-2860.0,1.0,0.0,0.0,0.0,Accountants,3.0,39.0,Y
