,ID,0,1,2,3,4,5,C,X,LAST_STATUS,LAST_MONTH,COUNT_MONTHS,total_delay,C_RATING
2536,5005005,3,0,0,0,0,0,58,0,C,0,61.0,3,BB
2537,5005007,15,0,0,0,0,0,0,40,X,0,15.0,15,CC
2538,5005008,11,0,0,0,0,0,26,1,C,0,37.0,11,BB
2540,5005013,1,0,0,0,0,0,0,1,X,0,1.0,1,CC
2541,5005014,11,0,0,0,0,0,25,0,C,0,36.0,11,BB
2542,5005015,1,0,0,0,0,0,0,1,X,0,1.0,1,CC
2543,5005016,13,2,0,0,0,0,0,23,0,0,15.0,15,CC
2544,5005017,9,0,0,0,0,0,50,1,C,0,59.0,9,BB
2545,5005018,11,2,0,0,0,0,33,0,C,0,46.0,13,BB
2546,5005019,26,0,0,0,0,0,0,3,X,0,26.0,26,CC
2547,5005020,17,6,0,0,0,0,0,1,X,0,23.0,23,CC
2548,5005021,12,0,0,0,0,0,12,0,C,0,24.0,12,BB
2549,5005025,12,0,0,0,0,0,6,0,C,0,18.0,12,BB
2550,5005026,28,0,0,0,0,0,0,0,0,0,28.0,28,CC
2551,5005027,10,0,0,0,0,0,0,0,0,0,10.0,10,CC
2552,5005028,25,2,0,0,0,0,0,1,X,0,27.0,27,CC
2553,5005029,20,0,0,0,0,0,0,0,0,0,20.0,20,CC
2554,5005030,6,0,0,0,0,0,16,1,C,0,22.0,6,BB
2555,5005031,11,0,0,0,0,0,0,22,X,0,11.0,11,CC
2556,5005032,3,0,0,0,0,0,0,2,0,0,3.0,3,CC
2557,5005034,11,0,0,0,0,0,47,1,C,0,58.0,11,BB
2558,5005035,2,0,0,0,0,0,47,1,C,0,49.0,2,BB
2559,5005036,1,0,0,0,0,0,0,21,X,0,1.0,1,CC
2560,5005037,18,0,0,0,0,0,15,0,C,0,33.0,18,BB
2561,5005038,11,0,0,0,0,0,0,1,X,0,11.0,11,CC
2562,5005039,14,0,0,0,0,0,0,1,0,0,14.0,14,CC
2563,5005040,9,0,0,0,0,0,0,0,0,0,9.0,9,CC
2564,5005041,4,0,0,0,0,0,0,0,0,0,4.0,4,CC
2565,5005042,11,0,0,0,0,0,0,0,0,0,11.0,11,CC
2566,5005043,11,0,0,0,0,0,11,0,C,0,22.0,11,BB
2567,5005044,10,0,0,0,0,0,15,0,C,0,25.0,10,BB
2568,5005045,8,0,0,0,0,0,25,0,C,0,33.0,8,BB
2569,5005046,14,0,0,0,0,0,33,0,C,0,47.0,14,BB
2570,5005047,12,0,0,0,0,0,23,0,C,0,35.0,12,BB
2571,5005049,7,0,0,0,0,0,0,11,X,0,7.0,7,CC
2572,5005050,2,0,0,0,0,0,0,0,0,0,2.0,2,CC
2573,5005051,8,0,0,0,0,0,0,0,0,0,8.0,8,CC
2574,5005052,1,0,0,0,0,0,0,1,X,0,1.0,1,CC
2575,5005053,1,0,0,0,0,0,0,1,X,0,1.0,1,CC
2576,5005054,7,0,0,0,0,0,0,0,0,0,7.0,7,CC
2577,5005055,17,0,0,0,0,0,12,7,C,0,29.0,17,BB
2578,5005057,6,0,0,0,0,0,3,0,C,-1,9.0,6,BB
2579,5005058,0,0,0,0,0,0,3,0,C,0,3.0,0,AA
2580,5005059,9,0,0,0,0,0,36,2,C,0,45.0,9,BB
2581,5005060,1,0,0,0,0,0,0,1,0,0,1.0,1,CC
2582,5005062,2,0,0,0,0,0,0,10,0,0,2.0,2,CC
2583,5005063,6,0,0,0,0,0,4,0,C,0,10.0,6,BB
2584,5005064,11,1,0,0,0,0,0,0,0,0,12.0,12,CC
2585,5005065,12,0,0,0,0,0,2,0,C,0,14.0,12,CC
2586,5005066,6,0,0,0,0,0,21,0,C,0,27.0,6,BB
2587,5005067,6,0,0,0,0,0,25,0,C,0,31.0,6,BB
2588,5005068,8,0,0,0,0,0,41,0,C,0,49.0,8,BB
2589,5005069,23,0,0,0,0,0,0,1,X,0,23.0,23,CC
2590,5005071,6,0,0,0,0,0,51,0,C,0,57.0,6,BB
2591,5005072,5,0,0,0,0,0,22,1,C,0,27.0,5,BB
2593,5005074,23,0,0,0,0,0,8,0,C,0,31.0,23,BB
2594,5005075,23,0,0,0,0,0,20,0,C,0,43.0,23,BB
2595,5005076,24,0,0,0,0,0,25,0,C,0,49.0,24,BB
2596,5005077,4,0,0,0,0,0,30,0,C,0,34.0,4,BB
2605,5005093,15,0,0,0,0,0,0,0,0,0,15.0,15,CC
2606,5005094,2,0,0,0,0,0,0,9,X,0,2.0,2,CC
2607,5005095,5,0,0,0,0,0,0,0,0,0,5.0,5,CC
2608,5005097,11,0,0,0,0,0,4,0,C,0,15.0,11,BB
2609,5005098,15,0,0,0,0,0,0,0,0,0,15.0,15,CC
2610,5005099,24,0,0,0,0,0,0,1,0,0,24.0,24,CC
2611,5005100,0,0,0,0,0,0,33,24,C,0,33.0,0,AA
2612,5005101,6,0,0,0,0,0,28,1,C,0,34.0,6,BB
2613,5005104,17,0,0,0,0,0,0,2,X,0,17.0,17,CC
2614,5005105,7,0,0,0,0,0,14,0,C,0,21.0,7,BB
2615,5005106,8,0,0,0,0,0,19,0,C,0,27.0,8,BB
2616,5005108,5,0,0,0,0,0,14,0,C,0,19.0,5,BB
2617,5005109,6,0,0,0,0,0,0,1,X,0,6.0,6,CC
2618,5005110,13,0,0,0,0,0,0,1,X,0,13.0,13,CC
2619,5005111,6,0,0,0,0,0,36,0,C,0,42.0,6,BB
2620,5005113,7,0,0,0,0,0,0,0,0,0,7.0,7,CC
2621,5005115,15,1,0,0,0,0,0,1,X,0,16.0,16,CC
2622,5005116,13,1,0,0,0,0,0,3,0,0,14.0,14,CC
2623,5005118,34,1,0,0,0,0,0,7,0,0,35.0,35,CC
2625,5005121,2,0,0,0,0,0,0,0,0,0,2.0,2,CC
2626,5005122,0,0,0,0,0,0,1,1,C,0,1.0,0,AA
2627,5005123,0,0,0,0,0,0,3,0,C,0,3.0,0,AA
2628,5005124,1,0,0,0,0,0,3,0,C,0,4.0,1,BB
2629,5005125,1,0,0,0,0,0,4,0,C,0,5.0,1,BB
2630,5005126,0,0,0,0,0,0,4,1,C,0,4.0,0,AA
2631,5005127,0,0,0,0,0,0,6,0,C,0,6.0,0,AA
2632,5005128,0,0,0,0,0,0,7,0,C,0,7.0,0,AA
2633,5005129,1,0,0,0,0,0,7,0,C,0,8.0,1,BB
2634,5005130,1,0,0,0,0,0,8,0,C,0,9.0,1,BB
2635,5005131,1,0,0,0,0,0,9,0,C,0,10.0,1,BB
2636,5005132,14,0,0,0,0,0,0,0,0,0,14.0,14,CC
2637,5005133,17,0,0,0,0,0,0,8,0,0,17.0,17,CC
2638,5005134,18,0,0,0,0,0,0,9,0,0,18.0,18,CC
2639,5005135,30,0,0,0,0,0,0,24,0,0,30.0,30,CC
2640,5005136,9,0,0,0,0,0,0,2,0,0,9.0,9,CC
2641,5005137,9,0,0,0,0,0,0,0,0,0,9.0,9,CC
2642,5005138,8,0,0,0,0,0,0,0,0,0,8.0,8,CC
2643,5005139,0,0,0,0,0,0,20,15,C,0,20.0,0,AA
2644,5005140,4,0,0,0,0,0,34,0,C,0,38.0,4,BB
2645,5005141,43,0,0,0,0,0,0,0,0,0,43.0,43,CC
2646,5005143,23,0,0,0,0,0,35,1,C,0,58.0,23,BB
2647,5005144,1,0,0,0,0,0,18,4,C,0,19.0,1,BB
2648,5005145,18,0,0,0,0,0,17,1,C,0,35.0,18,BB
2649,5005146,40,0,0,0,0,0,0,1,X,0,40.0,40,CC
2650,5005147,16,0,0,0,0,0,27,0,C,0,43.0,16,BB
2651,5005154,5,0,0,0,0,0,12,6,C,0,17.0,5,BB
2652,5005155,5,0,0,0,0,0,18,0,C,0,23.0,5,BB
2653,5005156,9,0,0,0,0,0,12,13,C,0,21.0,9,BB
2654,5005157,6,0,0,0,0,0,46,0,C,0,52.0,6,BB
2655,5005158,11,0,0,0,0,0,3,1,C,0,14.0,11,BB
2656,5005159,10,0,0,0,0,0,0,2,X,0,10.0,10,CC
2657,5005160,4,0,0,0,0,0,0,0,0,0,4.0,4,CC
2658,5005161,6,0,0,0,0,0,7,0,C,0,13.0,6,BB
2659,5005162,8,0,0,0,0,0,0,0,0,0,8.0,8,CC
2660,5005163,3,0,0,0,0,0,23,7,C,0,26.0,3,BB
2661,5005164,39,0,0,0,0,0,18,2,C,0,57.0,39,BB
2662,5005165,22,0,0,0,0,0,0,1,0,0,22.0,22,CC
2663,5005166,21,0,0,0,0,0,22,1,C,0,43.0,21,BB
2664,5005167,4,0,0,0,0,0,13,15,C,0,17.0,4,BB
2665,5005168,9,0,0,0,0,0,0,2,0,0,9.0,9,CC
2666,5005169,6,0,0,0,0,0,27,6,C,0,33.0,6,BB
2667,5005172,17,0,0,0,0,0,0,11,0,0,17.0,17,CC
2668,5005173,10,0,0,0,0,0,0,2,0,0,10.0,10,CC
2669,5005174,20,0,0,0,0,0,0,23,0,0,20.0,20,CC
2670,5005175,4,0,0,0,0,0,0,42,X,0,4.0,4,CC
2671,5005176,6,0,0,0,0,0,3,2,C,0,9.0,6,BB
2672,5005177,12,0,0,0,0,0,0,3,X,0,12.0,12,CC
2673,5005178,12,0,0,0,0,0,0,13,0,0,12.0,12,CC
2675,5005180,12,0,0,0,0,0,47,0,C,0,59.0,12,BB
2676,5005181,11,0,0,0,0,0,46,1,C,0,57.0,11,BB
2678,5005183,4,0,0,0,0,0,0,9,X,0,4.0,4,CC
2679,5005185,4,0,0,0,0,0,37,0,C,0,41.0,4,BB
2680,5005187,15,0,0,0,0,0,0,1,0,-1,15.0,15,CC
2681,5005188,16,0,0,0,0,0,0,0,0,-1,16.0,16,CC
2682,5005191,48,0,0,0,0,0,0,0,0,0,48.0,48,CC
2683,5005193,3,0,0,0,0,0,46,0,C,0,49.0,3,BB
2684,5005194,33,0,0,0,0,0,26,0,C,0,59.0,33,BB
2685,5005195,26,0,0,0,0,0,0,0,0,0,26.0,26,CC
2687,5005197,10,0,0,0,0,0,29,0,C,0,39.0,10,BB
2689,5005199,10,1,0,0,0,0,0,4,0,0,11.0,11,CC
2690,5005200,6,0,0,0,0,0,0,55,X,0,6.0,6,CC
2691,5005201,5,0,0,0,0,0,0,56,X,0,5.0,5,CC
2692,5005202,2,0,0,0,0,0,0,59,0,0,2.0,2,CC
2693,5005203,1,0,0,0,0,0,0,2,0,0,1.0,1,CC
2694,5005204,3,0,0,0,0,0,0,58,0,0,3.0,3,CC
2695,5005205,54,4,0,0,0,3,0,0,5,0,61.0,58,DD
2696,5005206,5,0,0,0,0,0,35,0,C,0,40.0,5,BB
2697,5005207,4,0,0,0,0,0,43,0,C,0,47.0,4,BB
2699,5005210,1,0,0,0,0,0,0,1,0,0,1.0,1,CC
2700,5005211,1,2,0,0,0,0,0,2,1,0,3.0,3,CC
2701,5005212,9,0,0,0,0,0,6,0,C,0,15.0,9,BB
2702,5005213,8,0,0,0,0,0,0,16,X,0,8.0,8,CC
2703,5005214,23,0,0,0,0,0,23,1,C,0,46.0,23,BB
2704,5005215,34,0,0,0,0,0,0,0,0,0,34.0,34,CC
2705,5005217,4,0,0,0,0,0,18,1,C,0,22.0,4,BB
2706,5005219,12,0,0,0,0,0,43,0,C,0,55.0,12,BB
2707,5005222,5,0,0,0,0,0,42,2,C,0,47.0,5,BB
2708,5005223,14,0,0,0,0,0,40,1,C,0,54.0,14,BB
2709,5005224,13,0,0,0,0,0,0,0,0,0,13.0,13,CC
2710,5005225,5,0,0,0,0,0,13,10,C,0,18.0,5,BB
2712,5005227,3,0,0,0,0,0,0,1,X,0,3.0,3,CC
2713,5005228,6,0,0,0,0,0,24,11,C,0,30.0,6,BB
2714,5005229,15,2,0,0,0,0,0,4,0,0,17.0,17,CC
2715,5005230,2,0,0,0,0,0,21,0,C,0,23.0,2,BB
2716,5005232,9,0,0,0,0,0,38,2,C,0,47.0,9,BB
2717,5005234,2,0,0,0,0,0,52,1,C,0,54.0,2,BB
2718,5005235,4,0,0,0,0,0,51,3,C,0,55.0,4,BB
2719,5005236,13,0,0,0,0,0,0,39,X,0,13.0,13,CC
2720,5005238,13,0,0,0,0,0,24,0,C,0,37.0,13,BB
2721,5005239,0,0,0,0,0,0,22,2,C,0,22.0,0,AA
2722,5005240,3,0,0,0,0,0,18,0,C,0,21.0,3,BB
2723,5005241,8,0,0,0,0,0,16,0,C,0,24.0,8,BB
2724,5005242,0,0,0,0,0,0,16,8,C,0,16.0,0,AA
2725,5005243,1,0,0,0,0,0,10,1,C,0,11.0,1,BB
2726,5005244,8,0,0,0,0,0,4,0,C,0,12.0,8,BB
2727,5005245,16,0,0,0,0,0,0,0,0,0,16.0,16,CC
2728,5005246,2,0,0,0,0,0,23,0,C,0,25.0,2,BB
2729,5005247,23,0,0,0,0,0,14,0,C,0,37.0,23,BB
2730,5005248,25,0,0,0,0,0,14,0,C,0,39.0,25,BB
2731,5005249,37,1,0,0,0,0,0,23,1,0,38.0,38,CC
2732,5005250,16,0,0,0,0,0,0,6,0,0,16.0,16,CC
2733,5005257,17,0,0,0,0,0,32,0,C,0,49.0,17,BB
2734,5005258,10,0,0,0,0,0,0,3,0,0,10.0,10,CC
2735,5005259,20,0,0,0,0,0,0,2,X,0,20.0,20,CC
2736,5005261,13,0,0,0,0,0,31,0,C,0,44.0,13,BB
2740,5005267,2,0,0,0,0,0,1,4,C,0,3.0,2,BB
2741,5005269,6,0,0,0,0,0,0,1,0,0,6.0,6,CC
2742,5005270,31,0,0,0,0,0,0,2,X,0,31.0,31,CC
2743,5005271,32,0,0,0,0,0,0,1,X,0,32.0,32,CC
2744,5005272,36,0,0,0,0,0,7,0,C,0,43.0,36,CC
2750,5005278,12,0,0,0,0,0,6,0,C,0,18.0,12,BB
2751,5005279,25,0,0,0,0,0,0,0,0,0,25.0,25,CC
2752,5005280,36,0,0,0,0,0,0,1,0,0,36.0,36,CC
2753,5005281,8,0,0,0,0,0,0,13,X,0,8.0,8,CC
2754,5005282,9,0,0,0,0,0,40,2,C,0,49.0,9,BB
2755,5005283,24,0,0,0,0,0,0,1,0,0,24.0,24,CC
2756,5005284,18,0,0,0,0,0,0,4,0,0,18.0,18,CC
2757,5005285,3,0,0,0,0,0,22,0,C,0,25.0,3,BB
2761,5005290,1,1,0,0,0,0,8,0,C,0,10.0,2,BB
2762,5005291,1,2,0,0,0,0,20,1,C,0,23.0,3,BB
2763,5005292,13,0,0,0,0,0,19,0,C,0,32.0,13,BB
2764,5005293,7,2,0,0,0,0,20,3,C,0,29.0,9,BB
2765,5005294,4,0,0,0,0,0,46,0,C,0,50.0,4,BB
2766,5005295,18,0,0,0,0,0,24,5,C,0,42.0,18,BB
2767,5005296,27,0,0,0,0,0,24,5,C,0,51.0,27,BB
2768,5005297,3,0,0,0,0,0,47,0,C,0,50.0,3,BB
2769,5005298,12,0,0,0,0,0,0,0,0,0,12.0,12,CC
2770,5005299,14,0,0,0,0,0,0,0,0,0,14.0,14,CC
2771,5005300,2,0,0,0,0,0,23,1,C,0,25.0,2,BB
2772,5005302,6,0,0,0,0,0,8,10,C,0,14.0,6,BB
2773,5005303,24,0,0,0,0,0,32,0,C,0,56.0,24,BB
2774,5005304,7,0,0,0,0,0,25,9,C,0,32.0,7,BB
2775,5005305,11,0,0,0,0,0,0,20,X,0,11.0,11,CC
2776,5005306,8,0,0,0,0,0,0,0,0,0,8.0,8,CC
2777,5005308,32,0,0,0,0,0,10,1,C,0,42.0,32,BB
2778,5005309,10,0,0,0,0,0,20,2,C,0,30.0,10,BB
2779,5005310,32,1,0,0,0,0,11,2,C,0,44.0,33,BB
2780,5005312,11,0,0,0,0,0,0,4,0,0,11.0,11,CC
2781,5005313,8,0,0,0,0,0,0,1,0,0,8.0,8,CC
2782,5005315,5,0,0,0,0,0,17,1,C,0,22.0,5,BB
2786,5005319,6,0,0,0,0,0,29,0,C,0,35.0,6,BB
2787,5005321,1,0,0,0,0,0,18,3,C,0,19.0,1,BB
2788,5005322,32,0,0,0,0,0,13,1,C,0,45.0,32,BB
2789,5005323,4,0,0,0,0,0,0,1,X,0,4.0,4,CC
2790,5005324,15,0,0,0,0,0,41,0,C,0,56.0,15,BB
2791,5005325,8,0,0,0,0,0,19,0,C,0,27.0,8,BB
2793,5005328,7,0,0,0,0,0,36,0,C,0,43.0,7,BB
2794,5005329,14,0,0,0,0,0,43,0,C,0,57.0,14,BB
2795,5005331,28,0,0,0,0,0,0,1,X,0,28.0,28,CC
2796,5005332,6,0,0,0,0,0,4,0,C,0,10.0,6,BB
2797,5005333,2,0,0,0,0,0,20,0,C,0,22.0,2,BB
2798,5005334,5,0,0,0,0,0,22,0,C,0,27.0,5,BB
2799,5005335,28,0,0,0,0,0,0,1,X,0,28.0,28,CC
2800,5005336,30,0,0,0,0,0,0,4,X,0,30.0,30,CC
2801,5005337,21,0,0,0,0,0,24,0,C,0,45.0,21,BB
2802,5005338,3,0,0,0,0,0,35,3,C,0,38.0,3,BB
2803,5005339,13,0,0,0,0,0,25,5,C,0,38.0,13,BB
2804,5005340,19,0,0,0,0,0,0,1,0,0,19.0,19,CC
2805,5005341,12,0,0,0,0,0,0,1,X,0,12.0,12,CC
2806,5005342,23,1,0,0,0,0,0,1,X,0,24.0,24,CC
2808,5005344,8,0,0,0,0,0,6,3,C,0,14.0,8,BB
2809,5005345,21,0,0,0,0,0,15,5,C,0,36.0,21,BB
2810,5005346,13,0,0,0,0,0,5,0,C,0,18.0,13,BB
2811,5005347,12,0,0,0,0,0,7,0,C,0,19.0,12,BB
2812,5005348,1,0,0,0,0,0,32,3,C,0,33.0,1,BB
2813,5005349,1,0,0,0,0,0,37,0,C,0,38.0,1,BB
2814,5005350,1,0,0,0,0,0,39,1,C,0,40.0,1,BB
2815,5005351,3,0,0,0,0,0,39,1,C,0,42.0,3,BB
2816,5005352,7,0,0,0,0,0,0,0,0,0,7.0,7,CC
2817,5005353,0,0,0,0,0,0,37,0,C,0,37.0,0,AA
2818,5005354,1,0,0,0,0,0,31,1,C,0,32.0,1,BB
2819,5005355,0,0,0,0,0,0,29,6,C,0,29.0,0,AA
2820,5005356,4,0,0,0,0,0,23,1,C,0,27.0,4,BB
2821,5005357,23,0,0,0,0,0,4,1,C,0,27.0,23,CC
2822,5005358,13,0,0,0,0,0,0,0,0,0,13.0,13,CC
2823,5005359,27,0,0,0,0,0,0,0,0,0,27.0,27,CC
2824,5005360,3,0,0,0,0,0,7,0,C,0,10.0,3,BB
2825,5005361,4,0,0,0,0,0,27,0,C,0,31.0,4,BB
2826,5005362,6,0,0,0,0,0,36,0,C,0,42.0,6,BB
2827,5005363,3,0,0,0,0,0,40,0,C,0,43.0,3,BB
2828,5005369,4,0,0,0,0,0,0,1,X,0,4.0,4,CC
2829,5005370,19,0,0,0,0,0,41,0,C,0,60.0,19,BB
2830,5005371,10,0,0,0,0,0,41,0,C,0,51.0,10,BB
2831,5005372,0,0,0,0,0,0,13,0,C,0,13.0,0,AA
2832,5005373,7,0,0,0,0,0,5,0,C,0,12.0,7,BB
2833,5005374,6,0,0,0,0,0,0,0,0,0,6.0,6,CC
2834,5005375,6,0,0,0,0,0,7,0,C,0,13.0,6,BB
2835,5005377,6,0,0,0,0,0,35,0,C,0,41.0,6,BB
2836,5005378,6,0,0,0,0,0,35,0,C,0,41.0,6,BB
2837,5005379,7,0,0,0,0,0,17,0,C,0,24.0,7,BB
2838,5005380,7,0,0,0,0,0,27,0,C,0,34.0,7,BB
2839,5005381,31,0,0,0,0,0,0,0,0,0,31.0,31,CC
2840,5005386,7,0,0,0,0,0,0,2,X,0,7.0,7,CC
2841,5005387,4,1,0,0,0,0,3,3,C,0,8.0,5,BB
2842,5005388,12,0,0,0,0,0,0,11,X,0,12.0,12,CC
2843,5005389,12,0,0,0,0,0,24,0,C,0,36.0,12,BB
2844,5005390,6,1,0,0,0,0,30,0,C,0,37.0,7,BB
2845,5005391,22,0,0,0,0,0,0,0,0,0,22.0,22,CC
2846,5005392,12,0,0,0,0,0,41,0,C,0,53.0,12,BB
2848,5005396,10,0,0,0,0,0,0,9,0,0,10.0,10,CC
2849,5005397,7,0,0,0,0,0,19,0,C,0,26.0,7,BB
2850,5005398,35,0,0,0,0,0,0,2,X,0,35.0,35,CC
2852,5005401,9,0,0,0,0,0,22,0,C,0,31.0,9,BB
2853,5005402,12,0,0,0,0,0,35,0,C,0,47.0,12,BB
2854,5005406,12,0,0,0,0,0,35,0,C,0,47.0,12,BB
2855,5005407,1,0,0,0,0,0,18,23,C,0,19.0,1,BB
2856,5005408,12,0,0,0,0,0,23,0,C,0,35.0,12,BB
2857,5005411,11,0,0,0,0,0,0,35,X,0,11.0,11,CC
2858,5005412,13,0,0,0,0,0,0,20,X,0,13.0,13,CC
2859,5005414,4,0,0,0,0,0,45,1,C,0,49.0,4,BB
2860,5005416,24,0,0,0,0,0,17,0,C,0,41.0,24,BB
2861,5005417,0,0,0,0,0,0,33,19,C,0,33.0,0,AA
2862,5005418,16,0,0,0,0,0,2,0,C,0,18.0,16,CC
2863,5005419,8,0,0,0,0,0,35,0,C,0,43.0,8,BB
2865,5005424,28,2,0,0,0,0,0,26,1,0,30.0,30,CC
2866,5005427,6,0,0,0,0,0,18,0,C,0,24.0,6,BB
2867,5005429,16,0,0,0,0,0,0,0,0,0,16.0,16,CC
2868,5005432,18,0,0,0,0,0,13,17,C,0,31.0,18,BB
2869,5005433,9,0,0,0,0,0,0,8,0,0,9.0,9,CC
2870,5005434,4,0,0,0,0,0,0,0,0,0,4.0,4,CC
2871,5005435,17,0,0,0,0,0,0,8,0,0,17.0,17,CC
2872,5005436,7,0,0,0,0,0,0,6,0,0,7.0,7,CC
2873,5005437,9,0,0,0,0,0,0,3,0,0,9.0,9,CC
2874,5005439,11,0,0,0,0,0,17,2,C,0,28.0,11,BB
2875,5005440,21,0,0,0,0,0,0,2,0,0,21.0,21,CC
2876,5005441,17,0,0,0,0,0,0,1,0,0,17.0,17,CC
2877,5005442,6,0,0,0,0,0,6,7,C,0,12.0,6,BB
2878,5005443,12,0,0,0,0,0,0,14,X,0,12.0,12,CC
2879,5005444,10,1,0,0,0,0,0,4,1,0,11.0,11,CC
2880,5005445,3,0,0,0,0,0,0,1,0,0,3.0,3,CC
2881,5005446,11,0,0,0,0,0,0,6,X,0,11.0,11,CC
2882,5005447,3,0,0,0,0,0,0,1,0,0,3.0,3,CC
2883,5005448,3,0,0,0,0,0,0,0,0,0,3.0,3,CC
2884,5005449,5,0,0,0,0,0,0,1,0,0,5.0,5,CC
2885,5005450,5,0,0,0,0,0,0,1,0,0,5.0,5,CC
2886,5005451,9,0,0,0,0,0,0,1,0,0,9.0,9,CC
2887,5005452,8,0,0,0,0,0,0,1,0,0,8.0,8,CC
2898,5005465,10,0,0,0,0,0,37,0,C,0,47.0,10,BB
2899,5005466,0,0,0,0,0,0,49,0,C,0,49.0,0,AA
2900,5005467,0,0,0,0,0,0,48,0,C,0,48.0,0,AA
2901,5005468,4,0,0,0,0,0,42,1,C,0,46.0,4,BB
2902,5005469,2,0,0,0,0,0,39,0,C,0,41.0,2,BB
2903,5005470,7,0,0,0,0,0,26,1,C,0,33.0,7,BB
2904,5005471,3,0,0,0,0,0,24,0,C,0,27.0,3,BB
2905,5005472,2,0,0,0,0,0,0,2,0,0,2.0,2,CC
2906,5005473,3,0,0,0,0,0,0,0,0,0,3.0,3,CC
2907,5005474,0,0,0,0,0,0,12,0,C,0,12.0,0,AA
2908,5005478,5,1,0,0,0,0,15,0,C,0,21.0,6,BB
2909,5005479,6,1,0,0,0,0,14,0,C,0,21.0,7,BB
2910,5005480,4,0,0,0,0,0,11,0,C,0,15.0,4,BB
2911,5005481,3,0,0,0,0,0,47,4,C,0,50.0,3,BB
2912,5005483,12,0,0,0,0,0,0,21,X,0,12.0,12,CC
2913,5005484,31,3,0,0,0,0,0,21,0,0,34.0,34,CC
2914,5005486,21,0,0,0,0,0,6,12,C,0,27.0,21,BB
2915,5005487,23,1,0,0,0,0,7,22,C,0,31.0,24,BB
2916,5005489,30,0,0,0,0,0,0,28,0,0,30.0,30,CC
2917,5005490,37,0,0,0,0,0,0,2,0,0,37.0,37,CC
2918,5005491,12,1,0,0,0,0,0,4,0,0,13.0,13,CC
2919,5005492,7,0,0,0,0,0,0,1,X,0,7.0,7,CC
2920,5005493,7,0,0,0,0,0,2,0,C,0,9.0,7,BB
2921,5005494,5,0,0,0,0,0,21,5,C,0,26.0,5,BB
2922,5005495,16,0,0,0,0,0,0,19,X,0,16.0,16,CC
2923,5005496,31,0,0,0,0,0,0,22,0,0,31.0,31,CC
2924,5005497,10,0,0,0,0,0,0,4,X,0,10.0,10,CC
2926,5005501,4,0,0,0,0,0,0,4,0,0,4.0,4,CC
2927,5005502,11,0,0,0,0,0,0,1,0,0,11.0,11,CC
2928,5005503,28,3,0,0,0,0,0,16,0,0,31.0,31,CC
2929,5005504,20,1,0,0,0,0,9,13,C,0,30.0,21,BB
2930,5005505,18,1,0,0,0,0,0,21,1,0,19.0,19,CC
2931,5005506,5,2,0,0,0,0,0,0,1,0,7.0,7,CC
2932,5005507,21,3,0,0,0,0,28,0,C,0,52.0,24,BB
2933,5005509,5,0,0,0,0,0,9,7,C,0,14.0,5,BB
2934,5005510,3,0,0,0,0,0,0,1,X,0,3.0,3,CC
2935,5005511,14,0,0,0,0,0,0,1,X,0,14.0,14,CC
2936,5005512,10,0,0,0,0,0,14,0,C,0,24.0,10,BB
2937,5005517,5,0,0,0,0,0,27,0,C,0,32.0,5,BB
2938,5005518,8,0,0,0,0,0,10,0,C,0,18.0,8,BB
2939,5005519,38,2,0,0,0,0,0,0,0,0,40.0,40,CC
2940,5005521,1,0,0,0,0,0,27,0,C,0,28.0,1,BB
2941,5005522,12,0,0,0,0,0,0,1,X,0,12.0,12,CC
2942,5005523,14,0,0,0,0,0,0,0,0,0,14.0,14,CC
2943,5005524,7,0,0,0,0,0,11,0,C,0,18.0,7,BB
2947,5005528,5,1,0,0,0,0,32,2,C,0,38.0,6,BB
2948,5005529,25,1,0,0,0,0,0,11,0,0,26.0,26,CC
2949,5005530,2,0,0,0,0,0,0,1,X,0,2.0,2,CC
2950,5005531,16,0,0,0,0,0,7,0,C,0,23.0,16,BB
2951,5005532,12,0,0,0,0,0,24,0,C,0,36.0,12,BB
2952,5005533,9,0,0,0,0,0,40,2,C,0,49.0,9,BB
2955,5005539,6,0,0,0,0,0,26,0,C,0,32.0,6,BB
2956,5005540,9,0,0,0,0,0,0,0,0,0,9.0,9,CC
2957,5005541,1,0,0,0,0,0,0,1,X,0,1.0,1,CC
2958,5005542,6,0,0,0,0,0,12,0,C,0,18.0,6,BB
2961,5005545,13,0,0,0,0,0,21,0,C,0,34.0,13,BB
2962,5005546,2,0,0,0,0,0,9,4,C,0,11.0,2,BB
2963,5005547,7,0,0,0,0,0,0,16,X,0,7.0,7,CC
2964,5005548,8,0,0,0,0,0,0,1,0,0,8.0,8,CC
2965,5005551,5,0,0,0,0,0,33,1,C,0,38.0,5,BB
2966,5005553,5,0,0,0,0,0,46,10,C,0,51.0,5,BB
2967,5005554,8,0,0,0,0,0,35,0,C,0,43.0,8,BB
2968,5005555,10,0,0,0,0,0,25,0,C,0,35.0,10,BB
2969,5005557,21,0,0,0,0,0,0,0,0,0,21.0,21,CC
2970,5005558,44,0,0,0,0,0,0,1,X,0,44.0,44,CC
2971,5005559,7,0,0,0,0,0,22,0,C,0,29.0,7,BB
2972,5005560,2,0,0,0,0,0,42,3,C,0,44.0,2,BB
2973,5005561,1,0,0,0,0,0,0,1,X,0,1.0,1,CC
2974,5005562,9,0,0,0,0,0,5,0,C,0,14.0,9,BB
2975,5005565,13,0,0,0,0,0,18,6,C,0,31.0,13,BB
2976,5005566,18,0,0,0,0,0,0,8,0,0,18.0,18,CC
